"href","question","completation_rate","level"
"https://leetcode.com/problems/sparse-matrix-multiplication","311. Sparse Matrix Multiplication","69.2%","Med."
"https://leetcode.com/problems/burst-balloons","312. Burst Balloons","62.7%","Hard"
"https://leetcode.com/problems/super-ugly-number","313. Super Ugly Number","45.8%","Med."
"https://leetcode.com/problems/binary-tree-vertical-order-traversal","314. Binary Tree Vertical Order Traversal","57.7%","Med."
"https://leetcode.com/problems/count-of-smaller-numbers-after-self","315. Count of Smaller Numbers After Self","43.2%","Hard"
"https://leetcode.com/problems/remove-duplicate-letters","316. Remove Duplicate Letters","52.5%","Med."
"https://leetcode.com/problems/shortest-distance-from-all-buildings","317. Shortest Distance from All Buildings","44.8%","Hard"
"https://leetcode.com/problems/maximum-product-of-word-lengths","318. Maximum Product of Word Lengths","60.9%","Med."
"https://leetcode.com/problems/bulb-switcher","319. Bulb Switcher","55.2%","Med."
"https://leetcode.com/problems/generalized-abbreviation","320. Generalized Abbreviation","60.3%","Med."
"https://leetcode.com/problems/create-maximum-number","321. Create Maximum Number","34.2%","Hard"
"https://leetcode.com/problems/coin-change","322. Coin Change","47.7%","Med."
"https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph","323. Number of Connected Components in an Undirected Graph","64.7%","Med."
"https://leetcode.com/problems/wiggle-sort-ii","324. Wiggle Sort II","36.6%","Med."
"https://leetcode.com/problems/maximum-size-subarray-sum-equals-k","325. Maximum Size Subarray Sum Equals k","50.7%","Med."
"https://leetcode.com/problems/power-of-three","326. Power of Three","50.5%","Easy"
"https://leetcode.com/problems/count-of-range-sum","327. Count of Range Sum","38.1%","Hard"
"https://leetcode.com/problems/odd-even-linked-list","328. Odd Even Linked List","62.2%","Med."
"https://leetcode.com/problems/longest-increasing-path-in-a-matrix","329. Longest Increasing Path in a Matrix","56.1%","Hard"
"https://leetcode.com/problems/patching-array","330. Patching Array","54.0%","Hard"
"https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree","331. Verify Preorder Serialization of a Binary Tree","46.9%","Med."
"https://leetcode.com/problems/reconstruct-itinerary","332. Reconstruct Itinerary","44.1%","Hard"
"https://leetcode.com/problems/largest-bst-subtree","333. Largest BST Subtree","45.8%","Med."
"https://leetcode.com/problems/increasing-triplet-subsequence","334. Increasing Triplet Subsequence","39.2%","Med."
"https://leetcode.com/problems/self-crossing","335. Self Crossing","33.8%","Hard"
"https://leetcode.com/problems/palindrome-pairs","336. Palindrome Pairs","36.8%","Hard"
"https://leetcode.com/problems/house-robber-iii","337. House Robber III","55.5%","Med."
"https://leetcode.com/problems/counting-bits","338. Counting Bits","80.2%","Easy"
"https://leetcode.com/problems/nested-list-weight-sum","339. Nested List Weight Sum","85.9%","Med."
"https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters","340. Longest Substring with At Most K Distinct Characters","49.8%","Med."
"https://leetcode.com/problems/flatten-nested-list-iterator","341. Flatten Nested List Iterator","65.5%","Med."
"https://leetcode.com/problems/power-of-four","342. Power of Four","51.5%","Easy"
"https://leetcode.com/problems/integer-break","343. Integer Break","61.7%","Med."
"https://leetcode.com/problems/reverse-string","344. Reverse String","80.3%","Easy"
"https://leetcode.com/problems/reverse-vowels-of-a-string","345. Reverse Vowels of a String","60.1%","Easy"
"https://leetcode.com/problems/moving-average-from-data-stream","346. Moving Average from Data Stream","80.2%","Easy"
"https://leetcode.com/problems/top-k-frequent-elements","347. Top K Frequent Elements","65.5%","Med."
"https://leetcode.com/problems/design-tic-tac-toe","348. Design Tic-Tac-Toe","58.7%","Med."
"https://leetcode.com/problems/intersection-of-two-arrays","349. Intersection of Two Arrays","77.3%","Easy"
"https://leetcode.com/problems/intersection-of-two-arrays-ii","350. Intersection of Two Arrays II","59.5%","Easy"
"https://leetcode.com/problems/android-unlock-patterns","351. Android Unlock Patterns","53.6%","Med."
"https://leetcode.com/problems/data-stream-as-disjoint-intervals","352. Data Stream as Disjoint Intervals","59.8%","Hard"
"https://leetcode.com/problems/design-snake-game","353. Design Snake Game","39.9%","Med."
"https://leetcode.com/problems/russian-doll-envelopes","354. Russian Doll Envelopes","37.6%","Hard"
"https://leetcode.com/problems/design-twitter","355. Design Twitter","43.9%","Med."
"https://leetcode.com/problems/line-reflection","356. Line Reflection","36.2%","Med."
"https://leetcode.com/problems/count-numbers-with-unique-digits","357. Count Numbers with Unique Digits","55.1%","Med."
"https://leetcode.com/problems/rearrange-string-k-distance-apart","358. Rearrange String k Distance Apart","39.5%","Hard"
"https://leetcode.com/problems/logger-rate-limiter","359. Logger Rate Limiter","76.7%","Easy"
"https://leetcode.com/problems/sort-transformed-array","360. Sort Transformed Array","57.7%","Med."
"https://leetcode.com/problems/bomb-enemy","361. Bomb Enemy","52.8%","Med."
"https://leetcode.com/problems/design-hit-counter","362. Design Hit Counter","69.4%","Med."
"https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k","363. Max Sum of Rectangle No Larger Than K","45.2%","Hard"
"https://leetcode.com/problems/nested-list-weight-sum-ii","364. Nested List Weight Sum II","66.5%","Med."
"https://leetcode.com/problems/water-and-jug-problem","365. Water and Jug Problem","44.4%","Med."
"https://leetcode.com/problems/find-leaves-of-binary-tree","366. Find Leaves of Binary Tree","81.2%","Med."
"https://leetcode.com/problems/valid-perfect-square","367. Valid Perfect Square","44.6%","Easy"
"https://leetcode.com/problems/largest-divisible-subset","368. Largest Divisible Subset","49.3%","Med."
"https://leetcode.com/problems/plus-one-linked-list","369. Plus One Linked List","61.2%","Med."
"https://leetcode.com/problems/range-addition","370. Range Addition","72.9%","Med."
"https://leetcode.com/problems/sum-of-two-integers","371. Sum of Two Integers","54.7%","Med."
"https://leetcode.com/problems/super-pow","372. Super Pow","36.2%","Med."
"https://leetcode.com/problems/find-k-pairs-with-smallest-sums","373. Find K Pairs with Smallest Sums","41.4%","Med."
"https://leetcode.com/problems/guess-number-higher-or-lower","374. Guess Number Higher or Lower","56.8%","Easy"
"https://leetcode.com/problems/guess-number-higher-or-lower-ii","375. Guess Number Higher or Lower II","52.2%","Med."
"https://leetcode.com/problems/wiggle-subsequence","376. Wiggle Subsequence","49.2%","Med."
"https://leetcode.com/problems/combination-sum-iv","377. Combination Sum IV","54.9%","Med."
"https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix","378. Kth Smallest Element in a Sorted Matrix","64.2%","Med."
"https://leetcode.com/problems/design-phone-directory","379. Design Phone Directory","52.7%","Med."
"https://leetcode.com/problems/insert-delete-getrandom-o1","380. Insert Delete GetRandom O(1)","55.2%","Med."
"https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed","381. Insert Delete GetRandom O(1) - Duplicates allowed","36.3%","Hard"
"https://leetcode.com/problems/linked-list-random-node","382. Linked List Random Node","64.5%","Med."
"https://leetcode.com/problems/ransom-note","383. Ransom Note","65.4%","Easy"
"https://leetcode.com/problems/shuffle-an-array","384. Shuffle an Array","59.5%","Med."
"https://leetcode.com/problems/mini-parser","385. Mini Parser","41.7%","Med."
"https://leetcode.com/problems/lexicographical-numbers","386. Lexicographical Numbers","76.2%","Med."
"https://leetcode.com/problems/first-unique-character-in-a-string","387. First Unique Character in a String","64.6%","Easy"
"https://leetcode.com/problems/longest-absolute-file-path","388. Longest Absolute File Path","49.0%","Med."
"https://leetcode.com/problems/find-the-difference","389. Find the Difference","60.0%","Easy"
"https://leetcode.com/problems/elimination-game","390. Elimination Game","45.7%","Med."
"https://leetcode.com/problems/perfect-rectangle","391. Perfect Rectangle","36.9%","Hard"
"https://leetcode.com/problems/is-subsequence","392. Is Subsequence","48.7%","Easy"
"https://leetcode.com/problems/utf-8-validation","393. UTF-8 Validation","46.0%","Med."
"https://leetcode.com/problems/decode-string","394. Decode String","62.0%","Med."
"https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters","395. Longest Substring with At Least K Repeating Characters","45.9%","Med."
"https://leetcode.com/problems/rotate-function","396. Rotate Function","45.2%","Med."
"https://leetcode.com/problems/integer-replacement","397. Integer Replacement","37.1%","Med."
"https://leetcode.com/problems/random-pick-index","398. Random Pick Index","64.9%","Med."
"https://leetcode.com/problems/evaluate-division","399. Evaluate Division","63.8%","Med."
"https://leetcode.com/problems/nth-digit","400. Nth Digit","36.7%","Med."
"https://leetcode.com/problems/binary-watch","401. Binary Watch","57.9%","Easy"
"https://leetcode.com/problems/remove-k-digits","402. Remove K Digits","36.1%","Med."
"https://leetcode.com/problems/frog-jump","403. Frog Jump","47.0%","Hard"
"https://leetcode.com/problems/sum-of-left-leaves","404. Sum of Left Leaves","62.2%","Easy"
"https://leetcode.com/problems/convert-a-number-to-hexadecimal","405. Convert a Number to Hexadecimal","52.7%","Easy"
"https://leetcode.com/problems/queue-reconstruction-by-height","406. Queue Reconstruction by Height","74.5%","Med."
"https://leetcode.com/problems/trapping-rain-water-ii","407. Trapping Rain Water II","63.9%","Hard"
"https://leetcode.com/problems/valid-word-abbreviation","408. Valid Word Abbreviation","37.0%","Easy"
"https://leetcode.com/problems/longest-palindrome","409. Longest Palindrome","55.8%","Easy"
"https://leetcode.com/problems/split-array-largest-sum","410. Split Array Largest Sum","59.5%","Hard"
"https://leetcode.com/problems/minimum-unique-word-abbreviation","411. Minimum Unique Word Abbreviation","40.3%","Hard"
"https://leetcode.com/problems/fizz-buzz","412. Fizz Buzz","75.1%","Easy"
"https://leetcode.com/problems/arithmetic-slices","413. Arithmetic Slices","64.8%","Med."
"https://leetcode.com/problems/third-maximum-number","414. Third Maximum Number","38.4%","Easy"
"https://leetcode.com/problems/add-strings","415. Add Strings","52.1%","Easy"
"https://leetcode.com/problems/partition-equal-subset-sum","416. Partition Equal Subset Sum","49.1%","Med."
"https://leetcode.com/problems/pacific-atlantic-water-flow","417. Pacific Atlantic Water Flow","60.3%","Med."
"https://leetcode.com/problems/sentence-screen-fitting","418. Sentence Screen Fitting","36.4%","Med."
"https://leetcode.com/problems/battleships-in-a-board","419. Battleships in a Board","77.2%","Med."
"https://leetcode.com/problems/strong-password-checker","420. Strong Password Checker","15.3%","Hard"
"https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array","421. Maximum XOR of Two Numbers in an Array","53.4%","Med."
"https://leetcode.com/problems/valid-word-square","422. Valid Word Square","42.2%","Easy"
"https://leetcode.com/problems/reconstruct-original-digits-from-english","423. Reconstruct Original Digits from English","52.6%","Med."
"https://leetcode.com/problems/longest-repeating-character-replacement","424. Longest Repeating Character Replacement","58.6%","Med."
"https://leetcode.com/problems/word-squares","425. Word Squares","54.6%","Hard"
"https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list","426. Convert Binary Search Tree to Sorted Doubly Linked List","65.6%","Med."
"https://leetcode.com/problems/construct-quad-tree","427. Construct Quad Tree","77.9%","Med."
"https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree","428. Serialize and Deserialize N-ary Tree","68.5%","Hard"
"https://leetcode.com/problems/n-ary-tree-level-order-traversal","429. N-ary Tree Level Order Traversal","71.4%","Med."
"https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list","430. Flatten a Multilevel Doubly Linked List","62.3%","Med."
"https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree","431. Encode N-ary Tree to Binary Tree","80.4%","Hard"
"https://leetcode.com/problems/all-oone-data-structure","432. All O`one Data Structure","44.1%","Hard"
"https://leetcode.com/problems/minimum-genetic-mutation","433. Minimum Genetic Mutation","56.2%","Med."
"https://leetcode.com/problems/number-of-segments-in-a-string","434. Number of Segments in a String","36.9%","Easy"
"https://leetcode.com/problems/non-overlapping-intervals","435. Non-overlapping Intervals","56.4%","Med."
"https://leetcode.com/problems/find-right-interval","436. Find Right Interval","55.1%","Med."
"https://leetcode.com/problems/path-sum-iii","437. Path Sum III","46.2%","Med."
"https://leetcode.com/problems/find-all-anagrams-in-a-string","438. Find All Anagrams in a String","53.0%","Med."
"https://leetcode.com/problems/ternary-expression-parser","439. Ternary Expression Parser","62.3%","Med."
"https://leetcode.com/problems/k-th-smallest-in-lexicographical-order","440. K-th Smallest in Lexicographical Order","46.1%","Hard"
"https://leetcode.com/problems/arranging-coins","441. Arranging Coins","47.8%","Easy"
"https://leetcode.com/problems/find-all-duplicates-in-an-array","442. Find All Duplicates in an Array","76.7%","Med."
"https://leetcode.com/problems/string-compression","443. String Compression","59.2%","Med."
"https://leetcode.com/problems/sequence-reconstruction","444. Sequence Reconstruction","30.2%","Med."
"https://leetcode.com/problems/add-two-numbers-ii","445. Add Two Numbers II","62.2%","Med."
"https://leetcode.com/problems/arithmetic-slices-ii-subsequence","446. Arithmetic Slices II - Subsequence","54.9%","Hard"
